"doi","title","keywords","year","abstract","authors","url","ReferencesId","idpaper"
"10.1109/VAST.2011.6102448","Guiding feature subset selection with an interactive visualization","",2011,"We propose a method for the semi-automated refinement of the results of feature subset selection algorithms. Feature subset selection is a preliminary step in data analysis which identifies the most useful subset of features (columns) in a data table. So-called filter techniques use statistical ranking measures for the correlation of features. Usually a measure is applied to all entities (rows) of a data table. However, the differing contributions of subsets of data entities are masked by statistical aggregation. Feature and entity subset selection are, thus, highly interdependent. Due to the difficulty in visualizing a high-dimensional data table, most feature subset selection algorithms are applied as a black box at the outset of an analysis. Our visualization technique, SmartStripes, allows users to step into the feature subset selection process. It enables the investigation of dependencies and interdependencies between different feature and entity subsets. A user may even choose to control the iterations manually, taking into account the ranking measures, the contributions of different entity subsets, as well as the semantics of the features.","Thorsten May;Andreas Bannach;James Davey;Tobias Ruppert;Jörn Kohlhammer","http://dx.doi.org/10.1109/VAST.2011.6102448","10.1109/VAST.2010.5652392;10.1109/INFVIS.2003.1249006;10.1109/TVCG.2009.153;10.1109/TVCG.2008.153",112
"10.1109/VAST.2011.6102451","Interactive decision making using dissimilarity to visually represented prototypes","dissimilarity based classication, dissimilarity based
visualization, prototypes, interactive visualization, visual analytics",2011,"To make informed decisions, an expert has to reason with multi-dimensional, heterogeneous data and analysis results of these. Items in such datasets are typically represented by features. However, as argued in cognitive science, features do not yield an optimal space for human reasoning. In fact, humans tend to organize complex information in terms of prototypes or known cases rather than in absolute terms. When confronted with unknown data items, humans assess them in terms of similarity to these prototypical elements. Interestingly, an analogues similarity-to-prototype approach, where prototypes are taken from the data, has been successfully applied in machine learning. Combining such a machine learning approach with human prototypical reasoning in a Visual Analytics context requires to integrate similarity-based classification with interactive visualizations. To that end, the data prototypes should be visually represented to trigger direct associations to cases familiar to the domain experts. In this paper, we propose a set of highly interactive visualizations to explore data and classification results in terms of dissimilarities to visually represented prototypes. We argue that this approach not only supports human reasoning processes, but is also suitable to enhance understanding of heterogeneous data. The proposed framework is applied to a risk assessment case study in Forensic Psychiatry.","Malgorzata Migut;Jan C. van Gemert;Marcel Worring","http://dx.doi.org/10.1109/VAST.2011.6102451","10.1109/TVCG.2007.70515;10.1109/TVCG.2009.174;10.1109/TVCG.2009.199;10.1109/VAST.2010.5652398;10.1109/VISUAL.1994.346302;10.1109/INFVIS.1998.729559;10.1109/INFVIS.2000.885086",113
"10.1109/VAST.2011.6102453","BaobabView: Interactive construction and analysis of decision trees","",2011,"We present a system for the interactive construction and analysis of decision trees that enables domain experts to bring in domain specific knowledge. We identify different user tasks and corresponding requirements, and develop a system incorporating a tight integration of visualization, interaction and algorithmic support. Domain experts are supported in growing, pruning, optimizing and analysing decision trees. Furthermore, we present a scalable decision tree visualization optimized for exploration. We show the effectiveness of our approach by applying the methods to two use cases. The first case illustrates the advantages of interactive construction, the second case demonstrates the effectiveness of analysis of decision trees and exploration of the structure of the data.","Stef van den Elzen;Jarke J. van Wijk","http://dx.doi.org/10.1109/VAST.2011.6102453","10.1109/TVCG.2008.166;10.1109/INFVIS.2001.963292;10.1109/INFVIS.2001.963290",114
"10.1109/VAST.2011.6102455","Visual analysis of route diversity","",2011,"Route suggestion is an important feature of GPS navigation systems. Recently, Microsoft T-drive has been enabled to suggest routes chosen by experienced taxi drivers for given source/destination pairs in given time periods, which often take less time than the routes calculated according to distance. However, in real environments, taxi drivers may use different routes to reach the same destination, which we call route diversity. In this paper we first propose a trajectory visualization method that examines the regions where the diversity exists and then develop several novel visualization techniques to display the high dimensional attributes and statistics associated with different routes to help users analyze diversity patterns. Our techniques have been applied to the real trajectory data of thousands of taxis and some interesting findings about route diversity have been obtained. We further demonstrate that our system can be used not only to suggest better routes for drivers but also to analyze traffic bottlenecks for transportation management.","He Liu;Yuan Gao;Lu Lu;Siyuan Liu;Huamin Qu;Lionel M. Ni","http://dx.doi.org/10.1109/VAST.2011.6102455","10.1109/INFVIS.2004.27;10.1109/VAST.2008.4677356;10.1109/TVCG.2008.149;10.1109/TVCG.2007.70570;10.1109/TVCG.2007.70574;10.1109/TVCG.2006.202;10.1109/VAST.2009.5332593;10.1109/TVCG.2007.70561;10.1109/TVCG.2009.145;10.1109/TVCG.2010.180",115
"10.1109/VAST.2011.6102457","Visual analytics decision support environment for epidemic modeling and response evaluation","",2011,"In modeling infectious diseases, scientists are studying the mechanisms by which diseases spread, predicting the future course of the outbreak, and evaluating strategies applied to control an epidemic. While recent work has focused on accurately modeling disease spread, less work has been performed in developing interactive decision support tools for analyzing the future course of the outbreak and evaluating potential disease mitigation strategies. The absence of such tools makes it difficult for researchers, analysts and public health officials to evaluate response measures within outbreak scenarios. As such, our research focuses on the development of an interactive decision support environment in which users can explore epidemic models and their impact. This environment provides a spatiotemporal view where users can interactively utilize mitigative response measures and observe the impact of their decision over time. Our system also provides users with a linked decision history visualization and navigation tool that support the simultaneous comparison of mortality and infection rates corresponding to different response measures at different points in time.","Shehzad Afzal;Ross Maciejewski;David S. Ebert","http://dx.doi.org/10.1109/VAST.2011.6102457","10.1109/TVCG.2008.137;10.1109/TVCG.2007.70594;10.1109/VISUAL.1993.398857;10.1109/VAST.2009.5333020;10.1109/TVCG.2010.223;10.1109/TVCG.2010.190;10.1109/TVCG.2010.206;10.1109/TVCG.2009.187;10.1109/TVCG.2010.171;10.1109/VAST.2006.261450;10.1109/INFVIS.2000.885086",116
"10.1109/VAST.2011.6102458","SAVE: Sensor anomaly visualization engine","",2011,"Diagnosing a large-scale sensor network is a crucial but challenging task. Particular challenges include the resource and bandwidth constraints on sensor nodes, the spatiotemporally dynamic network behaviors, and the lack of accurate models to understand such behaviors in a hostile environment. In this paper, we present the Sensor Anomaly Visualization Engine (SAVE), a system that fully leverages the power of both visualization and anomaly detection analytics to guide the user to quickly and accurately diagnose sensor network failures and faults. SAVE combines customized visualizations over separate sensor data facets as multiple coordinated views. Temporal expansion model, correlation graph and dynamic projection views are proposed to effectively interpret the topological, correlational and dimensional sensor data dynamics and their anomalies. Through a case study with real-world sensor network system and administrators, we demonstrate that SAVE is able to help better locate the system problem and further identify the root cause of major sensor network failure scenarios.","Lei Shi;Qi Liao;Yuan He;Rui Li;Aaron Striegel;Zhong Su","http://dx.doi.org/10.1109/VAST.2011.6102458","10.1109/TVCG.2009.182;10.1109/VAST.2009.5333880;10.1109/INFVIS.2005.1532126;10.1109/INFVIS.2004.1;10.1109/VAST.2010.5652910",117
"10.1109/VAST.2011.6102460","A visual analytics process for maritime resource allocation and risk assessment","Visual analytics, risk assessment, Coast Guard",2011,"In this paper, we present our collaborative work with the U.S. Coast Guard's Ninth District and Atlantic Area Commands where we developed a visual analytics system to analyze historic response operations and assess the potential risks in the maritime environment associated with the hypothetical allocation of Coast Guard resources. The system includes linked views and interactive displays that enable the analysis of trends, patterns and anomalies among the U.S. Coast Guard search and rescue (SAR) operations and their associated sorties. Our system allows users to determine the potential change in risks associated with closing certain stations in terms of response time, potential lives and property lost and provides optimal direction as to the nearest available station. We provide maritime risk assessment tools that allow analysts to explore Coast Guard coverage for SAR operations and identify regions of high risk. The system also enables a thorough assessment of all SAR operations conducted by each Coast Guard station in the Great Lakes region. Our system demonstrates the effectiveness of visual analytics in analyzing risk within the maritime domain and is currently being used by analysts at the Coast Guard Atlantic Area.","Abish Malik;Ross Maciejewski;Ben Maule;David S. Ebert","http://dx.doi.org/10.1109/VAST.2011.6102460","10.1109/VISUAL.1993.398870;10.1109/VAST.2010.5652398;10.1109/VAST.2009.5333920;10.1109/VAST.2008.4677363;10.1109/INFVIS.1999.801851;10.1109/VAST.2007.4389006;10.1109/VAST.2009.5332611",118
"10.1109/VAST.2011.6102461","ParallelTopics: A probabilistic approach to exploring document collections","",2011,"Scalable and effective analysis of large text corpora remains a challenging problem as our ability to collect textual data continues to increase at an exponential rate. To help users make sense of large text corpora, we present a novel visual analytics system, Parallel-Topics, which integrates a state-of-the-art probabilistic topic model Latent Dirichlet Allocation (LDA) with interactive visualization. To describe a corpus of documents, ParallelTopics first extracts a set of semantically meaningful topics using LDA. Unlike most traditional clustering techniques in which a document is assigned to a specific cluster, the LDA model accounts for different topical aspects of each individual document. This permits effective full text analysis of larger documents that may contain multiple topics. To highlight this property of the model, ParallelTopics utilizes the parallel coordinate metaphor to present the probabilistic distribution of a document across topics. Such representation allows the users to discover single-topic vs. multi-topic documents and the relative importance of each topic to a document of interest. In addition, since most text corpora are inherently temporal, ParallelTopics also depicts the topic evolution over time. We have applied ParallelTopics to exploring and analyzing several text corpora, including the scientific proposals awarded by the National Science Foundation and the publications in the VAST community over the years. To demonstrate the efficacy of ParallelTopics, we conducted several expert evaluations, the results of which are reported in this paper.","Wenwen Dou;Xiaoyu Wang;Remco Chang;William Ribarsky","http://dx.doi.org/10.1109/VAST.2011.6102461","10.1109/VAST.2010.5652931;10.1109/VAST.2009.5333428;10.1109/TVCG.2010.184;10.1109/VAST.2010.5652940;10.1109/TVCG.2009.140;10.1109/INFVIS.2000.885098",119
"10.1109/VAST.2011.6102462","Analysis of large digital collections with interactive visualization","Digital collections, archival analysis, visual anaytics, data curation",2011,"To make decisions about the long-term preservation and access of large digital collections, archivists gather information such as the collections' contents, their organizational structure, and their file format composition. To date, the process of analyzing a collection - from data gathering to exploratory analysis and final conclusions - has largely been conducted using pen and paper methods. To help archivists analyze large-scale digital collections for archival purposes, we developed an interactive visual analytics application. The application narrows down different kinds of information about the collection, and presents them as meaningful data views. Multiple views and analysis features can be linked or unlinked on demand to enable researchers to compare and contrast different analyses, and to identify trends. We describe and present two user scenarios to show how the application allowed archivists to learn about a collection with accuracy, facilitated decision-making, and helped them arrive at conclusions.","Weijia Xu;Maria Esteva;Suyog Dott Jain;Varun Jain","http://dx.doi.org/10.1109/VAST.2011.6102462","10.1109/INFVIS.2000.885091;10.1109/TVCG.2008.172;10.1109/TVCG.2009.176;10.1109/VAST.2007.4389006;10.1109/INFVIS.2004.64;10.1109/VAST.2010.5652931;10.1109/INFVIS.1999.801860",120
"10.1109/VAST.2011.6102463","A two-stage framework for designing visual analytics system in organizational environments","Design Theory, Visual Analytics, HCI",2011,"A perennially interesting research topic in the field of visual analytics is how to effectively develop systems that support organizational users' decision-making and reasoning processes. The problem is, however, most domain analytical practices generally vary from organization to organization. This leads to diverse designs of visual analytics systems in incorporating domain analytical processes, making it difficult to generalize the success from one domain to another. Exacerbating this problem is the dearth of general models of analytical workflows available to enable such timely and effective designs. To alleviate these problems, we present a two-stage framework for informing the design of a visual analytics system. This design framework builds upon and extends current practices pertaining to analytical workflow and focuses, in particular, on incorporating both general domain analysis processes as well as individual's analytical activities. We illustrate both stages and their design components through examples, and hope this framework will be useful for designing future visual analytics systems. We validate the soundness of our framework with two visual analytics systems, namely Entity Workspace [8] and PatViz [37].","Xiaoyu Wang;Wenwen Dou;Thomas Butkiewicz;Eric A. Bier;William Ribarsky","http://dx.doi.org/10.1109/VAST.2011.6102463","10.1109/VAST.2008.4677362;10.1109/VAST.2009.5333020;10.1109/TVCG.2008.137;10.1109/VAST.2006.261416;10.1109/VAST.2007.4389009;10.1109/TVCG.2009.139;10.1109/VAST.2008.4677361;10.1109/TVCG.2009.111;10.1109/VISUAL.2005.1532781;10.1109/VAST.2008.4677352;10.1109/TVCG.2008.109;10.1109/TVCG.2007.70515;10.1109/VAST.2008.4677360;10.1109/VAST.2008.4677365;10.1109/VAST.2009.5333564",121
"10.1109/TVCG.2011.162","Adaptive Extraction and Quantification of Geophysical Vortices","Vortex extraction, feature extraction, statistical data analysis",2011,"We consider the problem of extracting discrete two-dimensional vortices from a turbulent flow. In our approach we use a reference model describing the expected physics and geometry of an idealized vortex. The model allows us to derive a novel correlation between the size of the vortex and its strength, measured as the square of its strain minus the square of its vorticity. For vortex detection in real models we use the strength parameter to locate potential vortex cores, then measure the similarity of our ideal analytical vortex and the real vortex core for different strength thresholds. This approach provides a metric for how well a vortex core is modeled by an ideal vortex. Moreover, this provides insight into the problem of choosing the thresholds that identify a vortex. By selecting a target coefficient of determination (i.e., statistical confidence), we determine on a per-vortex basis what threshold of the strength parameter would be required to extract that vortex at the chosen confidence. We validate our approach on real data from a global ocean simulation and derive from it a map of expected vortex strengths over the global ocean.","Sean Williams;Mark Petersen;Peer-Timo Bremer;Matthew Hecht;Valerio Pascucci;James P. Ahrens;Mario Hlawitschka;Bernd Hamann","http://dx.doi.org/10.1109/TVCG.2011.162","10.1109/VISUAL.1994.346327;10.1109/TVCG.2008.143;10.1109/VISUAL.1993.398877",122
"10.1109/TVCG.2011.170","Asymmetric Tensor field Visualization for Surfaces","Aasymmetric tensor fields, vector fields, glyph packing, hyperstreamline placement, view-dependent",2011,"Asymmetric tensor field visualization can provide important insight into fluid flows and solid deformations. Existing techniques for asymmetric tensor fields focus on the analysis, and simply use evenly-spaced hyperstreamlines on surfaces following eigenvectors and dual-eigenvectors in the tensor field. In this paper, we describe a hybrid visualization technique in which hyperstreamlines and elliptical glyphs are used in real and complex domains, respectively. This enables a more faithful representation of flow behaviors inside complex domains. In addition, we encode tensor magnitude, an important quantity in tensor field analysis, using the density of hyperstreamlines and sizes of glyphs. This allows colors to be used to encode other important tensor quantities. To facilitate quick visual exploration of the data from different viewpoints and at different resolutions, we employ an efficient image-space approach in which hyperstreamlines and glyphs are generated quickly in the image plane. The combination of these techniques leads to an efficient tensor field visualization system for domain scientists. We demonstrate the effectiveness of our visualization technique through applications to complex simulated engine fluid flow and earthquake deformation data. Feedback from domain expert scientists, who are also co-authors, is provided.","Darrel Palke;Zhongzang Lin;Guoning Chen;Harry Yeh;Paul Vincent;Robert S. Laramee;Eugene Zhang","http://dx.doi.org/10.1109/TVCG.2011.170","10.1109/VISUAL.2003.1250379;10.1109/TVCG.2010.199;10.1109/VISUAL.2004.105;10.1109/VISUAL.1993.398849;10.1109/VISUAL.2005.1532773;10.1109/VISUAL.2005.1532770;10.1109/TVCG.2006.134;10.1109/VISUAL.2005.1532850;10.1109/TVCG.2006.116;10.1109/VISUAL.2005.1532841;10.1109/VISUAL.2003.1250363;10.1109/VISUAL.1998.745295;10.1109/VISUAL.2004.80;10.1109/VISUAL.1998.745294;10.1109/VISUAL.2005.1532832;10.1109/VISUAL.1999.809905;10.1109/VISUAL.2000.885690;10.1109/VISUAL.1994.346326",123
"10.1109/TVCG.2011.173","Automatic Transfer Functions Based on Informational Divergence","Transfer function, Information theory, Informational divergence, Kullback-Leibler distance",2011,"In this paper we present a framework to define transfer functions from a target distribution provided by the user. A target distribution can reflect the data importance, or highly relevant data value interval, or spatial segmentation. Our approach is based on a communication channel between a set of viewpoints and a set of bins of a volume data set, and it supports 1D as well as 2D transfer functions including the gradient information. The transfer functions are obtained by minimizing the informational divergence or Kullback-Leibler distance between the visibility distribution captured by the viewpoints and a target distribution selected by the user. The use of the derivative of the informational divergence allows for a fast optimization process. Different target distributions for 1D and 2D transfer functions are analyzed together with importance-driven and view-based techniques.","Marc Ruiz;Anton Bardera;Imma Boada;Ivan Viola","http://dx.doi.org/10.1109/TVCG.2011.173","10.1109/TVCG.2010.132;10.1109/TVCG.2006.137;10.1109/TVCG.2006.159;10.1109/TVCG.2010.131;10.1109/TVCG.2006.152;10.1109/VISUAL.2003.1250414;10.1109/TVCG.2007.70576;10.1109/TVCG.2009.120;10.1109/VISUAL.1996.568113;10.1109/TVCG.2008.140;10.1109/VISUAL.2005.1532834;10.1109/VISUAL.2002.1183785;10.1109/TVCG.2006.148",124
"10.1109/TVCG.2011.194","Evaluation of Trend Localization with Multi-Variate Visualizations","User study, multi-variate visualization, visual task design, visual analytics",2011,"Multi-valued data sets are increasingly common, with the number of dimensions growing. A number of multi-variate visualization techniques have been presented to display such data. However, evaluating the utility of such techniques for general data sets remains difficult. Thus most techniques are studied on only one data set. Another criticism that could be levied against previous evaluations of multi-variate visualizations is that the task doesn't require the presence of multiple variables. At the same time, the taxonomy of tasks that users may perform visually is extensive. We designed a task, trend localization, that required comparison of multiple data values in a multi-variate visualization. We then conducted a user study with this task, evaluating five multivariate visualization techniques from the literature (Brush Strokes, Data-Driven Spots, Oriented Slivers, Color Blending, Dimensional Stacking) and juxtaposed grayscale maps. We report the results and discuss the implications for both the techniques and the task.","Mark A. Livingston;Jonathan W. Decker","http://dx.doi.org/10.1109/TVCG.2011.194","10.1109/TVCG.2009.126;10.1109/VISUAL.1998.745292;10.1109/VISUAL.1990.146387;10.1109/VISUAL.1990.146386;10.1109/TVCG.2007.70623;10.1109/VISUAL.1991.175795;10.1109/VISUAL.1999.809905;10.1109/VISUAL.2003.1250362;10.1109/VISUAL.1998.745294;10.1109/VISUAL.2003.1250362",125
"10.1109/TVCG.2011.198","Extinction-Based Shading and Illumination in GPU Volume Ray-Casting","Volume Rendering, Shadows, Ambient Occlusion, GPU Ray-Casting, Exponential Extinction",2011,"Direct volume rendering has become a popular method for visualizing volumetric datasets. Even though computers are continually getting faster, it remains a challenge to incorporate sophisticated illumination models into direct volume rendering while maintaining interactive frame rates. In this paper, we present a novel approach for advanced illumination in direct volume rendering based on GPU ray-casting. Our approach features directional soft shadows taking scattering into account, ambient occlusion and color bleeding effects while achieving very competitive frame rates. In particular, multiple dynamic lights and interactive transfer function changes are fully supported. Commonly, direct volume rendering is based on a very simplified discrete version of the original volume rendering integral, including the development of the original exponential extinction into a-blending. In contrast to a-blending forming a product when sampling along a ray, the original exponential extinction coefficient is an integral and its discretization a Riemann sum. The fact that it is a sum can cleverly be exploited to implement volume lighting effects, i.e. soft directional shadows, ambient occlusion and color bleeding. We will show how this can be achieved and how it can be implemented on the GPU.","Philipp Schlegel;Maxim Makhinya;Renato Pajarola","http://dx.doi.org/10.1109/TVCG.2011.198","10.1109/TVCG.2007.70555;10.1109/VISUAL.2002.1183764;10.1109/VISUAL.2003.1250384",126
"10.1109/TVCG.2011.199","Feature-Based Statistical Analysis of Combustion Simulation Data","Topology, Statistics, Data analysis, Data exploration, Visualization in Physical Sciences and Engineering, Multi-variate Data",2011,"We present a new framework for feature-based statistical analysis of large-scale scientific data and demonstrate its effectiveness by analyzing features from Direct Numerical Simulations (DNS) of turbulent combustion. Turbulent flows are ubiquitous and account for transport and mixing processes in combustion, astrophysics, fusion, and climate modeling among other disciplines. They are also characterized by coherent structure or organized motion, i.e. nonlocal entities whose geometrical features can directly impact molecular mixing and reactive processes. While traditional multi-point statistics provide correlative information, they lack nonlocal structural information, and hence, fail to provide mechanistic causality information between organized fluid motion and mixing and reactive processes. Hence, it is of great interest to capture and track flow features and their statistics together with their correlation with relevant scalar quantities, e.g. temperature or species concentrations. In our approach we encode the set of all possible flow features by pre-computing merge trees augmented with attributes, such as statistical moments of various scalar fields, e.g. temperature, as well as length-scales computed via spectral analysis. The computation is performed in an efficient streaming manner in a pre-processing step and results in a collection of meta-data that is orders of magnitude smaller than the original simulation data. This meta-data is sufficient to support a fully flexible and interactive analysis of the features, allowing for arbitrary thresholds, providing per-feature statistics, and creating various global diagnostics such as Cumulative Density Functions (CDFs), histograms, or time-series. We combine the analysis with a rendering of the features in a linked-view browser that enables scientists to interactively explore, visualize, and analyze the equivalent of one terabyte of simulation data. We highlight the utility of this new framework for combustion s- ience; however, it is applicable to many other science domains.","Janine Bennett;Vaidyanathan Krishnamoorthy;Shusen Liu;Ray W. Grout;Evatt R. Hawkes;Jacqueline Chen;Jason F. Shepherd;Valerio Pascucci;Peer-Timo Bremer","http://dx.doi.org/10.1109/TVCG.2011.199","10.1109/VISUAL.2004.96;10.1109/VISUAL.2003.1250386;10.1109/TVCG.2007.70603;10.1109/TVCG.2006.186;10.1109/VISUAL.1997.663875",127
"10.1109/TVCG.2011.200","Features in Continuous Parallel Coordinates","Features, Parallel Coordinates, Topology, Visualization",2011,"Continuous Parallel Coordinates (CPC) are a contemporary visualization technique in order to combine several scalar fields, given over a common domain. They facilitate a continuous view for parallel coordinates by considering a smooth scalar field instead of a finite number of straight lines. We show that there are feature curves in CPC which appear to be the dominant structures of a CPC. We present methods to extract and classify them and demonstrate their usefulness to enhance the visualization of CPCs. In particular, we show that these feature curves are related to discontinuities in Continuous Scatterplots (CSP). We show this by exploiting a curve-curve duality between parallel and Cartesian coordinates, which is a generalization of the well-known point-line duality. Furthermore, we illustrate the theoretical considerations. Concluding, we discuss relations and aspects of the CPC's/CSP's features concerning the data analysis.","Dirk J. Lehmann;Holger Theisel","http://dx.doi.org/10.1109/TVCG.2011.200","10.1109/TVCG.2008.119;10.1109/TVCG.2010.146;10.1109/VISUAL.1998.745284;10.1109/TVCG.2009.131;10.1109/VISUAL.1999.809896",128
"10.1109/TVCG.2011.203","Flow Radar Glyphs&amp;#8212;Static Visualization of Unsteady Flow with Uncertainty","Visualization, glyph, uncertainty, unsteady flow",2011,"A new type of glyph is introduced to visualize unsteady flow with static images, allowing easier analysis of time-dependent phenomena compared to animated visualization. Adopting the visual metaphor of radar displays, this glyph represents flow directions by angles and time by radius in spherical coordinates. Dense seeding of flow radar glyphs on the flow domain naturally lends itself to multi-scale visualization: zoomed-out views show aggregated overviews, zooming-in enables detailed analysis of spatial and temporal characteristics. Uncertainty visualization is supported by extending the glyph to display possible ranges of flow directions. The paper focuses on 2D flow, but includes a discussion of 3D flow as well. Examples from CFD and the field of stochastic hydrogeology show that it is easy to discriminate regions of different spatiotemporal flow behavior and regions of different uncertainty variations in space and time. The examples also demonstrate that parameter studies can be analyzed because the glyph design facilitates comparative visualization. Finally, different variants of interactive GPU-accelerated implementations are discussed.","Marcel Hlawatsch;Philipp C. Leube;Wolfgang Nowak;Daniel Weiskopf","http://dx.doi.org/10.1109/TVCG.2011.203","10.1109/VISUAL.2005.1532853;10.1109/VISUAL.1993.398849;10.1109/INFVIS.2001.963273;10.1109/VISUAL.2003.1250402;10.1109/VISUAL.1996.568139;10.1109/VISUAL.2005.1532857;10.1109/VISUAL.1991.175792;10.1109/VISUAL.1995.480819;10.1109/VISUAL.1996.568116;10.1109/TVCG.2009.182",129
"10.1109/TVCG.2011.207","GPU-based Real-Time Approximation of the Ablation Zone for Radiofrequency Ablation","Radiofrequency ablation, ablation zone visualization, distance field, volume rendering, GPU, interaction",2011,"Percutaneous radiofrequency ablation (RFA) is becoming a standard minimally invasive clinical procedure for the treatment of liver tumors. However, planning the applicator placement such that the malignant tissue is completely destroyed, is a demanding task that requires considerable experience. In this work, we present a fast GPU-based real-time approximation of the ablation zone incorporating the cooling effect of liver vessels. Weighted distance fields of varying RF applicator types are derived from complex numerical simulations to allow a fast estimation of the ablation zone. Furthermore, the heat-sink effect of the cooling blood flow close to the applicator's electrode is estimated by means of a preprocessed thermal equilibrium representation of the liver parenchyma and blood vessels. Utilizing the graphics card, the weighted distance field incorporating the cooling blood flow is calculated using a modular shader framework, which facilitates the real-time visualization of the ablation zone in projected slice views and in volume rendering. The proposed methods are integrated in our software assistant prototype for planning RFA therapy. The software allows the physician to interactively place virtual RF applicator models. The real-time visualization of the corresponding approximated ablation zone facilitates interactive evaluation of the tumor coverage in order to optimize the applicator's placement such that all cancer cells are destroyed by the ablation.","Christian Rieder;Tim Kröger;Christian Schumann;Horst K. Hahn","http://dx.doi.org/10.1109/TVCG.2011.207","10.1109/TVCG.2010.208;10.1109/VISUAL.1998.745311;10.1109/VISUAL.2000.885694",130
"10.1109/TVCG.2011.208","Hierarchical Event Selection for Video Storyboards with a Case Study on Snooker Video Visualization","Multimedia visualization, Time series data, Illustrative visualization",2011,"Video storyboard, which is a form of video visualization, summarizes the major events in a video using illustrative visualization. There are three main technical challenges in creating a video storyboard, (a) event classification, (b) event selection and (c) event illustration. Among these challenges, (a) is highly application-dependent and requires a significant amount of application specific semantics to be encoded in a system or manually specified by users. This paper focuses on challenges (b) and (c). In particular, we present a framework for hierarchical event representation, and an importance-based selection algorithm for supporting the creation of a video storyboard from a video. We consider the storyboard to be an event summarization for the whole video, whilst each individual illustration on the board is also an event summarization but for a smaller time window. We utilized a 3D visualization template for depicting and annotating events in illustrations. To demonstrate the concepts and algorithms developed, we use Snooker video visualization as a case study, because it has a concrete and agreeable set of semantic definitions for events and can make use of existing techniques of event detection and 3D reconstruction in a reliable manner. Nevertheless, most of our concepts and algorithms developed for challenges (b) and (c) can be applied to other application areas.","Matthew L. Parry;Philip A. Legg;David H. S. Chung;Iwan W. Griffiths;Min Chen","http://dx.doi.org/10.1109/TVCG.2011.208","10.1109/TVCG.2008.185;10.1109/INFVIS.2004.27;10.1109/VISUAL.2003.1250401;10.1109/TVCG.2007.70544;10.1109/TVCG.2006.194",131
"10.1109/TVCG.2011.211","Image Plane Sweep Volume Illumination","Interactive volume rendering, GPU-based ray-casting, Advanced illumination",2011,"In recent years, many volumetric illumination models have been proposed, which have the potential to simulate advanced lighting effects and thus support improved image comprehension. Although volume ray-casting is widely accepted as the volume rendering technique which achieves the highest image quality, so far no volumetric illumination algorithm has been designed to be directly incorporated into the ray-casting process. In this paper we propose image plane sweep volume illumination (IPSVI), which allows the integration of advanced illumination effects into a GPU-based volume ray-caster by exploiting the plane sweep paradigm. Thus, we are able to reduce the problem complexity and achieve interactive frame rates, while supporting scattering as well as shadowing. Since all illumination computations are performed directly within a single rendering pass, IPSVI does not require any preprocessing nor does it need to store intermediate results within an illumination volume. It therefore has a significantly lower memory footprint than other techniques. This makes IPSVI directly applicable to large data sets. Furthermore, the integration into a GPU-based ray-caster allows for high image quality as well as improved rendering performance by exploiting early ray termination. This paper discusses the theory behind IPSVI, describes its implementation, demonstrates its visual results and provides performance measurements.","Erik Sundén;Anders Ynnerman;Timo Ropinski","http://dx.doi.org/10.1109/TVCG.2011.211","10.1109/TVCG.2011.161;10.1109/VISUAL.2002.1183761;10.1109/VISUAL.2003.1250394;10.1109/VISUAL.2002.1183764;10.1109/TVCG.2007.70573;10.1109/VISUAL.2003.1250384;10.1109/TVCG.2009.164",132
"10.1109/TVCG.2011.215","Interactive Virtual Probing of 4D MRI Blood-Flow","Probing, Flow visualization, Illustrative visualization, Multivalued images, Phase-contrast cine MRI",2011,"Better understanding of hemodynamics conceivably leads to improved diagnosis and prognosis of cardiovascular diseases. Therefore, an elaborate analysis of the blood-flow in heart and thoracic arteries is essential. Contemporary MRI techniques enable acquisition of quantitative time-resolved flow information, resulting in 4D velocity fields that capture the blood-flow behavior. Visual exploration of these fields provides comprehensive insight into the unsteady blood-flow behavior, and precedes a quantitative analysis of additional blood-flow parameters. The complete inspection requires accurate segmentation of anatomical structures, encompassing a time-consuming and hard-to-automate process, especially for malformed morphologies. We present a way to avoid the laborious segmentation process in case of qualitative inspection, by introducing an interactive virtual probe. This probe is positioned semi-automatically within the blood-flow field, and serves as a navigational object for visual exploration. The difficult task of determining position and orientation along the view-direction is automated by a fitting approach, aligning the probe with the orientations of the velocity field. The aligned probe provides an interactive seeding basis for various flow visualization approaches. We demonstrate illustration-inspired particles, integral lines and integral surfaces, conveying distinct characteristics of the unsteady blood-flow. Lastly, we present the results of an evaluation with domain experts, valuing the practical use of our probe and flow visualization techniques.","Roy van Pelt;Javier Oliván Bescós;Marcel Breeuwer;Rachel E. Clough;Eduard Gröller;Bart M. ter Haar Romeny;Anna Vilanova","http://dx.doi.org/10.1109/TVCG.2011.215","10.1109/VISUAL.1993.398849;10.1109/TVCG.2009.154;10.1109/TVCG.2010.173;10.1109/TVCG.2010.153;10.1109/TVCG.2007.70576;10.1109/TVCG.2008.133;10.1109/TVCG.2009.138;10.1109/VISUAL.2005.1532847;10.1109/TVCG.2010.166;10.1109/VISUAL.2005.1532857",133
